case_id,actualdpdtolerance_344P,amtinstpaidbefduel24m_4187115A,annuity_780A,annuitynextmonth_57A,applicationcnt_361L,applications30d_658L,applicationscnt_1086L,applicationscnt_464L,applicationscnt_629L,applicationscnt_867L,avgdbddpdlast24m_3658932P,avgdbddpdlast3m_4187120P,avgdbdtollast24m_4525197P,avgdpdtolclosure24_3658938P,avginstallast24m_3658937A,avglnamtstart24m_4525187A,avgmaxdpdlast9m_3716943P,avgoutstandbalancel6m_4187114A,avgpmtlast12m_4525200A,bankacctype_710L,cardtype_51L,clientscnt12m_3712952L,clientscnt3m_3712950L,clientscnt6m_3712949L,clientscnt_100L,clientscnt_1022L,clientscnt_1071L,clientscnt_1130L,clientscnt_136L,clientscnt_157L,clientscnt_257L,clientscnt_304L,clientscnt_360L,clientscnt_493L,clientscnt_533L,clientscnt_887L,clientscnt_946L,cntincpaycont9m_3716944L,cntpmts24_3658933L,commnoinclast6m_3546845L,credamount_770A,credtype_322L,currdebt_22A,currdebtcredtyperange_828A,datefirstoffer_1144D,datelastinstal40dpd_247D,datelastunpaid_3546854D,daysoverduetolerancedd_3976961L,deferredmnthsnum_166L,disbursedcredamount_1113A,disbursementtype_67L,downpmt_116A,dtlastpmtallstes_4499206D,eir_270L,equalitydataagreement_891L,equalityempfrom_62L,firstclxcampaign_1125D,firstdatedue_489D,homephncnt_628L,inittransactionamount_650A,inittransactioncode_186L,interestrate_311L,interestrategrace_34L,isbidproduct_1095L,isbidproductrequest_292L,isdebitcard_729L,lastactivateddate_801D,lastapplicationdate_877D,lastapprcommoditycat_1041M,lastapprcommoditytypec_5251766M,lastapprcredamount_781A,lastapprdate_640D,lastcancelreason_561M,lastdelinqdate_224D,lastdependentsnum_448L,lastotherinc_902A,lastotherlnsexpense_631A,lastrejectcommoditycat_161M,lastrejectcommodtypec_5251769M,lastrejectcredamount_222A,lastrejectdate_50D,lastrejectreason_759M,lastrejectreasonclient_4145040M,lastrepayingdate_696D,lastst_736L,maininc_215A,mastercontrelectronic_519L,mastercontrexist_109L,maxannuity_159A,maxannuity_4075009A,maxdbddpdlast1m_3658939P,maxdbddpdtollast12m_3658940P,maxdbddpdtollast6m_4187119P,maxdebt4_972A,maxdpdfrom6mto36m_3546853P,maxdpdinstldate_3546855D,maxdpdinstlnum_3546846P,maxdpdlast12m_727P,maxdpdlast24m_143P,maxdpdlast3m_392P,maxdpdlast6m_474P,maxdpdlast9m_1059P,maxdpdtolerance_374P,maxinstallast24m_3658928A,maxlnamtstart6m_4525199A,maxoutstandbalancel12m_4187113A,maxpmtlast3m_4525190A,mindbddpdlast24m_3658935P,mindbdtollast24m_4525191P,mobilephncnt_593L,monthsannuity_845L,numactivecreds_622L,numactivecredschannel_414L,numactiverelcontr_750L,numcontrs3months_479L,numincomingpmts_3546848L,numinstlallpaidearly3d_817L,numinstls_657L,numinstlsallpaid_934L,numinstlswithdpd10_728L,numinstlswithdpd5_4187116L,numinstlswithoutdpd_562L,numinstmatpaidtearly2d_4499204L,numinstpaid_4499208L,numinstpaidearly3d_3546850L,numinstpaidearly3dest_4493216L,numinstpaidearly5d_1087L,numinstpaidearly5dest_4493211L,numinstpaidearly5dobd_4499205L,numinstpaidearly_338L,numinstpaidearlyest_4493214L,numinstpaidlastcontr_4325080L,numinstpaidlate1d_3546852L,numinstregularpaid_973L,numinstregularpaidest_4493210L,numinsttopaygr_769L,numinsttopaygrest_4493213L,numinstunpaidmax_3546851L,numinstunpaidmaxest_4493212L,numnotactivated_1143L,numpmtchanneldd_318L,numrejects9m_859L,opencred_647L,paytype1st_925L,paytype_783L,payvacationpostpone_4187118D,pctinstlsallpaidearl3d_427L,pctinstlsallpaidlat10d_839L,pctinstlsallpaidlate1d_3546856L,pctinstlsallpaidlate4d_3546849L,pctinstlsallpaidlate6d_3546844L,pmtnum_254L,posfpd10lastmonth_333P,posfpd30lastmonth_3976960P,posfstqpd30lastmonth_3976962P,previouscontdistrict_112M,price_1097A,sellerplacecnt_915L,sellerplacescnt_216L,sumoutstandtotal_3546847A,sumoutstandtotalest_4493215A,totaldebt_9A,totalsettled_863A,totinstallast1m_4525188A,twobodfilling_608L,typesuite_864L,validfrom_1069D
121,,,3544.2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,46000.0,CAL,0.0,0.0,,,,,0.0,46000.0,GBA,0.0,,0.45,true,true,,,0.0,,CASH,0.45,,false,,,,2019-01-17,a55475b1,a55475b1,,,P46_50_166,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,T,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,true,OTHER,OTHER,,,,,,,24.0,0.0,0.0,,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
122,,,6321.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,60000.0,CAL,0.0,0.0,,,,,0.0,60000.0,GBA,0.0,,0.2499,,,,,1.0,,CASH,0.2499,0.0,false,,,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,18.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,,
123,,,5466.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,44000.0,CAL,0.0,0.0,,,,,0.0,44000.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,,false,,,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,12.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
124,,,1970.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,35980.0,CAL,0.0,0.0,,,,,0.0,35980.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,,false,,,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,48.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
125,,,2063.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10000.0,CAL,0.0,0.0,,,,,0.0,10000.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,,false,,,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,6.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
126,,,600.0,0.0,0.0,0.0,0.0,58.0,17.0,4.0,,,,,,,,,,,INSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,10000.0,REL,0.0,0.0,,,,,0.0,0.0,DD,0.0,,,,,,,0.0,0.0,NDF,,,false,,false,,2018-12-01,a55475b1,a55475b1,,,P94_109_143,,,,,P12_6_178,a55475b1,5898.0,2018-12-01,P94_109_143,a55475b1,,D,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,0.0,0.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,false,OTHER,OTHER,,,,,,,,0.0,,,a55475b1,,1.0,1.0,,,0.0,0.0,,FO,AL,
127,0.0,,5103.0,2423.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,0.0,2423.6,,0.0,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,100000.0,CAL,19369.8,0.0,,,2018-12-11,1.0,0.0,100000.0,GBA,0.0,,0.45,,,,2018-11-10,0.0,,CASH,0.45,,false,,,2018-11-02,2018-10-11,P159_130_59,a55475b1,21776.0,2018-10-11,a55475b1,2018-12-11,,,,P109_133_183,a55475b1,23000.0,2009-12-30,a55475b1,a55475b1,,A,9400.0,0.0,0.0,2440.0,,0.0,1.0,,0.0,0.0,2018-12-11,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2423.6,,,,-2.0,,2.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,2.0,0.0,,2.0,,,0.0,,0.0,,,0.0,,,1.0,3.0,,8.0,,8.0,,0.0,0.0,0.0,false,OTHER,OTHER,,0.0,0.0,0.33333,0.0,0.0,36.0,0.0,,,P76_152_180,,0.0,1.0,19369.8,,19369.8,7287.2,,FO,AL,
128,,,3958.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,CA,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,58000.0,CAL,0.0,0.0,,,,,0.0,58000.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,,false,,,,2018-12-01,a55475b1,a55475b1,,,P94_109_143,,,,,P159_130_59,a55475b1,17180.0,2018-12-01,P94_109_143,a55475b1,,D,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,false,OTHER,OTHER,,,,,,,24.0,0.0,0.0,0.0,a55475b1,,1.0,1.0,,,0.0,0.0,,FO,AL,
129,,,3794.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,44000.0,CAL,0.0,0.0,,,,,0.0,44000.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,,false,,,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,24.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
130,,,2170.4001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,30000.0,CAL,0.0,0.0,,,,,0.0,30000.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,,false,,,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,24.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,,
131,,,3296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,24000.0,CAL,0.0,0.0,,,,,0.0,24000.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,0.0,false,,,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,12.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
132,,,3147.4001,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,30000.0,CAL,0.0,0.0,,,,,0.0,30000.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,,false,,,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,12.0,0.0,,,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
133,,,4844.8003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,40000.0,CAL,0.0,0.0,,,,,0.0,40000.0,GBA,0.0,,0.2999,,,,,0.0,,CASH,0.2999,0.0,false,,,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,12.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
134,,,6061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,100000.0,CAL,0.0,0.0,,,,,0.0,100000.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,,false,,,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,48.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
135,0.0,,4948.8003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,28000.0,CAL,0.0,0.0,,,,,0.0,28000.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,,false,,,,2017-11-18,a55475b1,a55475b1,,,P94_109_143,,,,,P148_110_5,a55475b1,26398.4,2017-11-18,P94_109_143,a55475b1,,D,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,false,OTHER,OTHER,,,,,,,6.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
136,,,5103.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,54000.0,CAL,0.0,0.0,,,,,0.0,54000.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,,false,,,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,18.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,,
137,,,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,INSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20000.0,REL,0.0,0.0,,,,,0.0,0.0,DD,0.0,,,,,,,0.0,0.0,NDF,,,false,,false,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
138,,,2530.6,0.0,0.0,2.0,0.0,2.0,2.0,2.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,32000.0,CAL,0.0,0.0,,,,,0.0,32000.0,GBA,0.0,,0.45,true,true,,,0.0,,CASH,0.45,,false,,,,2019-01-18,a55475b1,a55475b1,,,P46_50_166,,,,,a55475b1,a55475b1,32000.0,2019-01-17,P94_109_143,a55475b1,,T,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,true,OTHER,OTHER,,,,,,,24.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
139,,,3832.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,60000.0,CAL,0.0,0.0,,,,,0.0,60000.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,,false,,,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,24.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,,
140,,,1739.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14000.0,CAL,0.0,0.0,,,,,0.0,14000.0,GBA,0.0,,0.45,,,,,2.0,,CASH,0.45,,false,,,,2013-10-15,a55475b1,a55475b1,,,a55475b1,,,,,P12_6_178,a55475b1,20380.0,2013-10-15,a55475b1,a55475b1,,D,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,false,OTHER,OTHER,,,,,,,6.0,0.0,0.0,1.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
141,,,3893.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,44000.0,CAL,0.0,0.0,,,,,0.0,44000.0,GBA,0.0,,0.2499,,,,,1.0,,CASH,0.2499,0.0,false,,,,2018-12-10,a55475b1,a55475b1,,,P94_109_143,,,,,a55475b1,a55475b1,60000.0,2018-12-10,P94_109_143,a55475b1,,D,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,false,OTHER,OTHER,,,,,,,18.0,0.0,0.0,0.0,a55475b1,,1.0,0.0,,,0.0,0.0,,FO,AL,
142,,,5375.8003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,64000.0,CAL,0.0,0.0,,,,,0.0,64000.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,,false,,,,2007-06-20,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,5800.0,2007-06-20,a55475b1,a55475b1,,D,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,false,OTHER,OTHER,,,,,,,24.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
143,0.0,,1975.8,1989.8,0.0,0.0,0.0,0.0,0.0,1.0,-13.0,,,0.0,1989.8,,0.0,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,16000.0,CAL,19809.643,19809.643,,,,0.0,0.0,16000.0,GBA,0.0,,0.42,,,,2018-11-22,0.0,,CASH,0.42,,false,,,2018-11-06,2018-10-22,a55475b1,a55475b1,16000.0,2018-10-22,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,A,92000.0,0.0,0.0,4064.358,,-26.0,-1.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1989.8,,,,-26.0,,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,12.0,2.0,0.0,,2.0,,,1.0,,1.0,,,1.0,,,0.0,2.0,,10.0,,10.0,,0.0,0.0,0.0,false,OTHER,OTHER,,0.5,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,P49_46_174,,0.0,0.0,19809.643,,19809.643,4064.358,,FO,AL,
144,0.0,,600.0,826.60004,0.0,0.0,0.0,225.0,36.0,4.0,0.0,,,0.0,826.60004,,0.0,,,,INSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,10000.0,REL,2476.4001,0.0,,,2019-01-02,1.0,0.0,0.0,DD,0.0,,,,,,2018-11-02,0.0,0.0,NDF,,,false,,false,2018-10-12,2018-10-03,a55475b1,a55475b1,4000.0,2018-10-03,a55475b1,2019-01-02,,,,a55475b1,a55475b1,4000.0,2018-09-26,P94_109_143,a55475b1,,A,130000.0,0.0,0.0,882.0,,1.0,1.0,,0.0,0.0,2018-12-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,826.60004,,,,0.0,,1.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,6.0,1.0,0.0,,1.0,,,0.0,,0.0,,,0.0,,,2.0,3.0,,3.0,,3.0,,0.0,0.0,2.0,false,OTHER,OTHER,,0.0,0.0,0.66667,0.0,0.0,,0.0,0.0,0.0,P114_147_118,,0.0,1.0,2476.4001,,2476.4001,2482.0,,FO,AL,
145,,,6258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,94000.0,CAL,0.0,0.0,,,,,0.0,94000.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,,false,,,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,24.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
146,,,2889.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14000.0,CAL,0.0,0.0,,,,,0.0,14000.0,GBA,0.0,,0.45,,,,,0.0,,CASH,0.45,,false,,,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,6.0,0.0,0.0,0.0,a55475b1,,0.0,0.0,,,0.0,0.0,,FO,AL,
147,0.0,,5408.2,2802.8,0.0,1.0,0.0,0.0,0.0,4.0,-2.0,,,0.0,2802.8,,0.0,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,100000.0,CAL,42002.2,0.0,,,,0.0,0.0,100000.0,GBA,0.0,,0.45,,true,,2019-01-07,1.0,,CASH,0.45,,false,,,2018-12-14,2019-01-18,P12_6_178,a55475b1,33642.0,2018-12-08,P94_109_143,,,,,a55475b1,a55475b1,120000.0,2019-01-18,P94_109_143,a55475b1,,D,56000.0,0.0,0.0,2840.0,,-2.0,-2.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2802.8,,,,-2.0,,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,16.0,1.0,0.0,,1.0,,,0.0,,0.0,,,0.0,,,0.0,1.0,,15.0,,15.0,,0.0,0.0,2.0,false,OTHER,OTHER,,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,P11_36_178,,2.0,3.0,42002.2,,42002.2,2840.0,,FO,AL,
148,,,696.60004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,INSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,11612.0,REL,0.0,0.0,,,,,0.0,11440.0,SBA,0.0,,,,,,,0.0,11440.0,POS,,,false,,false,,,a55475b1,a55475b1,,,a55475b1,,,,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,6.0,0.0,0.0,0.0,a55475b1,11440.0,0.0,0.0,,,0.0,0.0,,FO,AL,
