case_id,assignmentdate_238D,assignmentdate_4527235D,assignmentdate_4955616D,birthdate_574D,contractssum_5085716L,dateofbirth_337D,dateofbirth_342D,days120_123L,days180_256L,days30_165L,days360_512L,days90_310L,description_5085714M,education_1103M,education_88M,firstquarter_103L,for3years_128L,for3years_504L,for3years_584L,formonth_118L,formonth_206L,formonth_535L,forquarter_1017L,forquarter_462L,forquarter_634L,fortoday_1092L,forweek_1077L,forweek_528L,forweek_601L,foryear_618L,foryear_818L,foryear_850L,fourthquarter_440L,maritalst_385M,maritalst_893M,numberofqueries_373L,pmtaverage_3A,pmtaverage_4527227A,pmtaverage_4955615A,pmtcount_4527229L,pmtcount_4955617L,pmtcount_693L,pmtscount_423L,pmtssum_45A,requesttype_4525192L,responsedate_1012D,responsedate_4527233D,responsedate_4917613D,riskassesment_302T,riskassesment_940T,secondquarter_766L,thirdquarter_1082L
510,2018-10-13,,,1955-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,3551.3,,,,,3.0,,,,2019-01-22,,,,,,
511,2018-09-22,,,1959-11-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,722.1667,,,,,2.0,,,,2019-01-22,,,,,,
512,2015-10-03,,,1952-10-01,,1952-10-01,,2.0,2.0,2.0,2.0,2.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,3.0,a55475b1,a55475b1,2.0,14988.468,,,,,6.0,,,,2019-01-22,,,,,0.0,0.0
513,,,,1969-01-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,3.0,2268.0,,2019-01-22,,,,,,
514,2011-09-13,,,1953-09-01,,1953-09-01,,0.0,2.0,0.0,4.0,0.0,a55475b1,6b2ae0fa,a55475b1,5.0,,,,,,,,,,,,,,,,,0.0,38c061ee,a55475b1,4.0,13342.268,,,,,6.0,,,,2019-01-22,,,,,0.0,2.0
515,,,,1971-07-01,,1971-07-01,,0.0,0.0,0.0,2.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,2.0,,,,,,,1.0,1698.0,,2019-01-22,,,,,3.0,0.0
516,1996-08-05,,,1950-11-01,,1950-11-01,,1.0,3.0,1.0,4.0,1.0,a55475b1,717ddd49,a55475b1,1.0,,,,,,,,,,,,,,,,,2.0,b6cabe76,a55475b1,4.0,8041.5664,,,,,6.0,,,,2019-01-22,,,,,0.0,2.0
517,,,,1961-11-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,14400.0,,2019-01-22,,,,,,
518,,,,1995-06-01,,1995-06-01,,2.0,2.0,2.0,2.0,2.0,a55475b1,6b2ae0fa,a55475b1,2.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,2.0,,,,,,,9.0,3462.8,,2019-01-22,,,,,0.0,0.0
519,,,,1958-04-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,5.0,11858.601,,2019-01-22,,,,,,
520,,,,1989-08-01,,1989-08-01,,0.0,0.0,0.0,6.0,0.0,a55475b1,6b2ae0fa,a55475b1,8.0,,,,,,,,,,,,,,,,,3.0,3439d993,a55475b1,6.0,,,,,,,4.0,19877.201,,2019-01-22,,,,,6.0,4.0
521,,,,1981-07-01,,1981-07-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,0.0,,,,,,,4.0,10253.2,,2019-01-22,,,,,1.0,0.0
522,,,,1986-05-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,5.0,6585.4,,2019-01-22,,,,,,
523,,,,1992-11-01,,1992-11-01,,2.0,6.0,1.0,9.0,2.0,a55475b1,6b2ae0fa,a55475b1,3.0,,,,,,,,,,,,,,,,,3.0,3439d993,a55475b1,9.0,,,,,,,9.0,13519.0,,2019-01-07,,,,,1.0,5.0
524,2018-09-15,,,1955-09-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,4327.5,,,,,5.0,,,,2019-01-10,,,,,,
525,2007-05-14,,,1949-05-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,8727.101,,,,,6.0,,,,2019-01-22,,,,,,
526,,,,1970-11-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,4.0,2785.6,,2019-01-22,,,,,,
527,,,,1986-02-01,,1986-02-01,,0.0,2.0,0.0,4.0,0.0,a55475b1,a55475b1,a55475b1,6.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,4.0,,,,,,,7.0,13156.2,,2019-01-22,,,,,0.0,2.0
528,,,,1978-01-01,,1978-01-01,,0.0,2.0,0.0,5.0,0.0,a55475b1,a55475b1,a55475b1,3.0,,,,,,,,,,,,,,,,,3.0,a55475b1,a55475b1,5.0,,,,,,,6.0,11230.601,,2019-01-22,,,,,1.0,2.0
529,2018-09-07,,,1955-09-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,3971.1333,,,,,4.0,,,,2019-01-22,,,,,,
530,,,,1975-10-01,,1975-10-01,,1.0,1.0,0.0,1.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,1.0,,,,,,,12.0,22706.148,,2019-01-22,,,,,0.0,1.0
531,,,,1983-11-01,,1983-11-01,,1.0,1.0,1.0,1.0,1.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,1.0,,,,,,,7.0,9466.856,,2019-01-22,,,,,0.0,0.0
532,2013-07-19,,,1955-07-01,,1955-07-01,,4.0,4.0,2.0,4.0,2.0,a55475b1,717ddd49,a55475b1,3.0,,,,,,,,,,,,,,,,,1.0,b6cabe76,a55475b1,4.0,5491.7334,,,,,6.0,,,,2019-01-22,,,,,0.0,2.0
533,2018-04-02,,,1965-04-01,,1965-04-01,,0.0,1.0,0.0,3.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,3.0,4893.2334,,,,,12.0,,,,2019-01-22,,,,,2.0,1.0
534,2018-01-17,,,1965-01-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,4779.533,,,,,6.0,,,,2019-01-22,,,,,,
535,,,,1992-10-01,,1992-10-01,,5.0,7.0,2.0,7.0,4.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,7.0,a55475b1,a55475b1,7.0,,,,,,,,,,2019-01-22,,,,,0.0,2.0
536,,,,1979-02-01,,1979-02-01,,7.0,8.0,2.0,17.0,7.0,a55475b1,717ddd49,a55475b1,4.0,,,,,,,,,,,,,,,,,7.0,3439d993,a55475b1,17.0,,,,,,,4.0,2262.4001,,2019-01-22,,,,,11.0,4.0
537,,,,1991-07-01,,1991-07-01,,2.0,3.0,2.0,8.0,2.0,a55475b1,6b2ae0fa,a55475b1,2.0,,,,,,,,,,,,,,,,,5.0,a7fcb6e5,a55475b1,8.0,,,,,,,5.0,8460.8,,2019-01-22,,,,,6.0,5.0
538,,,,1964-09-01,,1964-09-01,,1.0,2.0,0.0,2.0,1.0,a55475b1,6b2ae0fa,a55475b1,1.0,,,,,,,,,,,,,,,,,1.0,3439d993,a55475b1,2.0,,,,,,,8.0,14976.8,,2019-01-22,,,,,0.0,3.0
539,,,,1977-05-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,4.0,4113.4,,2019-01-22,,,,,,
540,,,,1988-06-01,,1988-06-01,,9.0,17.0,3.0,35.0,7.0,a55475b1,717ddd49,a55475b1,12.0,,,,,,,,,,,,,,,,,19.0,3439d993,a55475b1,35.0,,,,,,,0.0,0.0,,2019-01-22,,,,,20.0,19.0
541,,,,1971-08-01,,1971-08-01,,1.0,1.0,0.0,6.0,1.0,a55475b1,6b2ae0fa,a55475b1,3.0,,,,,,,,,,,,,,,,,1.0,38c061ee,a55475b1,6.0,,,,,,,6.0,19374.8,,2019-01-22,,,,,5.0,2.0
542,2017-02-14,,,1959-02-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,2219.4001,,,,,6.0,,,,2019-01-22,,,,,,
543,2017-11-30,,,1964-11-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,4551.9,,,,,6.0,,,,2019-01-22,,,,,,
544,,,,1977-06-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,4466.4,,2019-01-22,,,,,,
545,,,,1994-11-01,,1994-11-01,,3.0,3.0,0.0,4.0,3.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,3.0,a7fcb6e5,a55475b1,4.0,,,,,,,7.0,8124.2,,2019-01-22,,,6% - 8%,0.18928035,2.0,3.0
546,2016-12-23,,,1958-12-01,,1958-12-01,,1.0,1.0,0.0,5.0,1.0,a55475b1,6b2ae0fa,a55475b1,4.0,,,,,,,,,,,,,,,,,2.0,3439d993,a55475b1,5.0,13257.333,,,,,5.0,,,,2019-01-22,,,,,2.0,2.0
547,,,,1990-02-01,,1990-02-01,,14.0,20.0,5.0,27.0,10.0,a55475b1,6b2ae0fa,a55475b1,3.0,,,,,,,,,,,,,,,,,13.0,3439d993,a55475b1,27.0,,,,,,,6.0,37827.895,,2019-01-22,,,,,4.0,11.0
548,,,,1989-11-01,,1989-11-01,,8.0,13.0,4.0,22.0,8.0,a55475b1,6b2ae0fa,a55475b1,4.0,,,,,,,,,,,,,,,,,17.0,3439d993,a55475b1,22.0,,,,,,,7.0,28674.615,,2019-01-22,,,,,14.0,9.0
549,2014-04-02,,,1951-04-01,,1951-04-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,0.0,14270.167,,,,,5.0,,,,2019-01-22,,,,,2.0,0.0
550,,,,1986-09-01,,1986-09-01,,2.0,2.0,0.0,4.0,2.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,4.0,,,,,,,7.0,1374.2001,,2019-01-22,,,,,1.0,2.0
551,2002-08-03,,,1944-08-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,6828.1665,,,,,6.0,,,,2019-01-22,,,,,,
552,2015-09-02,,,1952-08-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,5437.167,,,,,5.0,,,,2019-01-22,,,,,,
553,,,,1991-05-01,,1991-05-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a7fcb6e5,a55475b1,0.0,,,,,,,6.0,14340.596,,2019-01-22,,,,,0.0,0.0
554,2016-07-11,,,1958-06-01,,1958-06-01,,0.0,0.0,0.0,4.0,0.0,a55475b1,a55475b1,a55475b1,4.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,4.0,1500.0,,,,,5.0,,,,2019-01-22,,,,,0.0,0.0
555,,,,1967-01-01,,1967-01-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,6.0,3899.2,,2019-01-22,,,,,2.0,0.0
556,,,,1965-02-01,,1965-02-01,,0.0,0.0,0.0,1.0,0.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,1.0,,,,,,,6.0,9785.561,,2019-01-22,,,,,0.0,0.0
557,,,,1960-12-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,1.0,20.0,,2019-01-22,,,,,,
558,,,,1961-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,7.0,8280.0,,2019-01-22,,,,,,
559,,,,1978-02-01,,1978-02-01,,1.0,1.0,0.0,4.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,8.0,a7fcb6e5,a55475b1,4.0,,,,,,,5.0,20000.0,,2019-01-22,,,,,3.0,0.0
560,1996-04-01,,,1950-02-01,,1950-02-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,15226.167,,,,,5.0,,,,2019-01-22,,,,,0.0,0.0
561,,,,1973-06-01,,1973-06-01,,0.0,1.0,0.0,5.0,0.0,a55475b1,a55475b1,a55475b1,3.0,,,,,,,,,,,,,,,,,3.0,a55475b1,a55475b1,5.0,,,,,,,1.0,1264.006,,2019-01-23,,,,,3.0,3.0
562,,,,1959-01-01,,1959-01-01,,0.0,0.0,0.0,1.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,1.0,,,,,,,7.0,9305.242,,2019-01-23,,,,,1.0,0.0
564,,,,1980-12-01,,1980-12-01,,4.0,6.0,3.0,8.0,4.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,3.0,a55475b1,a55475b1,8.0,,,,,,,13.0,28432.822,,2019-01-23,,,,,2.0,3.0
565,,,,1979-01-01,,1979-01-01,,5.0,5.0,3.0,6.0,5.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,3.0,a55475b1,a55475b1,6.0,,,,,,,6.0,4427.0,,2019-01-23,,,,,0.0,1.0
566,,,,1969-11-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,9.0,3185.8,,2019-01-23,,,,,,
567,,,,1984-10-01,,1984-10-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,6.0,13117.06,,2019-01-23,,,,,0.0,0.0
568,,,,1974-03-01,,1974-03-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,0.0,,,,,,,5.0,3144.8,,2019-01-23,,,,,0.0,0.0
569,,,,1991-02-01,,1991-02-01,,1.0,4.0,0.0,9.0,1.0,a55475b1,6b2ae0fa,a55475b1,4.0,,,,,,,,,,,,,,,,,5.0,3439d993,a55475b1,9.0,,,,,,,6.0,4200.0,,2019-01-23,,,,,4.0,5.0
570,,,,1993-06-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,12056.8,,2019-01-23,,,,,,
571,2011-10-17,,,1948-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,6828.7666,,,,,6.0,,,,2019-01-23,,,,,,
572,,,,1959-07-01,,1959-07-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,7.0,17828.0,,2019-01-23,,,,,0.0,0.0
573,2016-08-31,,,1958-08-01,,1958-08-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,6827.9663,,,,,6.0,,,,2019-01-23,,,,,0.0,0.0
574,2018-05-23,,,1955-05-01,,1955-05-01,,0.0,0.0,0.0,1.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,1.0,8868.5,,,,,6.0,,,,2019-01-23,,,,,0.0,2.0
575,2013-05-15,,,1950-05-01,,1950-05-01,,1.0,2.0,1.0,2.0,1.0,a55475b1,a55475b1,a55475b1,3.0,,,,,,,,,,,,,,,,,4.0,3439d993,a55475b1,2.0,6828.3667,,,,,6.0,,,,2019-01-23,,,,,1.0,2.0
576,,,,1996-01-01,,1996-01-01,,4.0,4.0,3.0,4.0,4.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,4.0,a7fcb6e5,a55475b1,4.0,,,,,,,18.0,9085.601,,2019-01-23,,,,,0.0,0.0
577,2018-10-24,,,1955-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,1867.2666,,,,,2.0,,,,2019-01-23,,,,,,
578,,,,1985-10-01,,1985-10-01,,5.0,7.0,3.0,11.0,5.0,a55475b1,a55475b1,a55475b1,4.0,,,,,,,,,,,,,,,,,7.0,a55475b1,a55475b1,11.0,,,,,,,5.0,12655.2,,2019-01-12,,,,,6.0,6.0
579,,,,1956-05-01,,1956-05-01,,4.0,4.0,0.0,4.0,1.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,4.0,,,,,,,0.0,0.0,,2019-01-23,,,1% - 1%,1.4410758,0.0,6.0
580,,,,1965-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,7.0,4900.0,,2019-01-23,,,,,,
581,2018-04-06,,,1955-04-01,,1955-04-01,,0.0,1.0,0.0,1.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,1.0,15221.367,,,,,6.0,,,,2019-01-23,,,,,0.0,1.0
582,,,,1971-03-01,,1971-03-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,6.0,7490.4,,2019-01-23,,,,,0.0,0.0
583,,,,1988-05-01,,1988-05-01,,0.0,1.0,0.0,1.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,1.0,,,,,,,8.0,8189.8003,,2019-01-23,,,,,0.0,1.0
584,,,,1990-05-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,4.0,4525.6,,2019-01-23,,,,,,
585,,,,1982-06-01,,1982-06-01,,2.0,4.0,1.0,8.0,2.0,a55475b1,a55475b1,a55475b1,3.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,8.0,,,,,,,2.0,2678.0,,2019-01-19,,,,,4.0,4.0
586,1995-12-25,,,1950-01-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,7476.1665,,,,,5.0,,,,2019-01-23,,,,,,
587,,,,1977-03-01,,1977-03-01,,1.0,1.0,1.0,1.0,1.0,a55475b1,6b2ae0fa,a55475b1,1.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,1.0,,,,,,,5.0,9811.601,,2019-01-23,,,,,0.0,0.0
588,,,,1986-10-01,,1986-10-01,,6.0,6.0,0.0,12.0,4.0,a55475b1,a55475b1,a55475b1,9.0,,,,,,,,,,,,,,,,,7.0,3439d993,a55475b1,12.0,,,,,,,6.0,11041.2,,2019-01-23,,,,,2.0,2.0
589,,,,1992-01-01,,1992-01-01,,7.0,7.0,0.0,11.0,3.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,3.0,a7fcb6e5,a55475b1,11.0,,,,,,,10.0,14263.2,,2019-01-23,,,,,4.0,6.0
590,2013-09-07,,,1955-09-01,,1955-09-01,,0.0,0.0,0.0,2.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,2.0,8727.101,,,,,6.0,,,,2019-01-23,,,,,1.0,5.0
591,,,,1991-09-01,,1991-09-01,,1.0,1.0,0.0,8.0,0.0,a55475b1,a55475b1,a55475b1,5.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,8.0,,,,,,,7.0,15110.292,,2019-01-23,,,,,3.0,0.0
592,,,,1996-07-01,,1996-07-01,,1.0,2.0,0.0,4.0,1.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,3.0,a7fcb6e5,a55475b1,4.0,,,,,,,6.0,38199.684,,2019-01-23,,,,,2.0,1.0
593,,,,1972-01-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,7.0,3961.0,,2019-01-19,,,,,,
594,2016-03-30,,,1958-03-01,,1958-03-01,,0.0,1.0,0.0,2.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,2.0,6827.9663,,,,,6.0,,,,2019-01-23,,,2% - 3%,1.1020479,4.0,2.0
595,2017-11-24,,,1954-08-01,,1954-08-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,6372.5,,,,,6.0,,,,2019-01-23,,,,,0.0,0.0
596,,,,1993-10-01,,1993-10-01,,2.0,2.0,1.0,5.0,2.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,5.0,3439d993,a55475b1,5.0,,,,,,,7.0,4598.2,,2019-01-23,,,67% - 100%,-2.444706,3.0,0.0
597,2017-01-30,,,1959-01-01,,1959-01-01,,2.0,2.0,2.0,2.0,2.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,2.0,7032.9336,,,,,6.0,,,,2019-01-22,,,,,0.0,0.0
598,,,,1994-02-01,,1994-02-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,8.0,10031.4,,2019-01-23,,,,,0.0,0.0
599,2005-10-07,,,1947-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,5850.3335,,,,,5.0,,,,2019-01-23,,,,,,
600,,,,1965-09-01,,1965-09-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,0.0,,,,,,,7.0,8337.348,,2019-01-23,,,,,0.0,0.0
601,,,,1960-04-01,,1960-04-01,,10.0,12.0,0.0,17.0,9.0,a55475b1,a55475b1,a55475b1,16.0,,,,,,,,,,,,,,,,,19.0,a55475b1,a55475b1,17.0,,,,,,,8.0,9715.507,,2019-01-23,,,,,6.0,10.0
602,,,,1966-02-01,,1966-02-01,,2.0,3.0,2.0,4.0,2.0,a55475b1,a55475b1,a55475b1,4.0,,,,,,,,,,,,,,,,,1.0,3439d993,a55475b1,4.0,,,,,,,7.0,15902.2,,2019-01-23,,,,,1.0,1.0
603,,,,1973-10-01,,1973-10-01,,0.0,2.0,0.0,2.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,2.0,,,,,,,3.0,2564.752,,2019-01-23,,,,,0.0,2.0
604,,,,1979-05-01,,1979-05-01,,2.0,4.0,2.0,4.0,2.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,4.0,,,,,,,0.0,0.0,,2019-01-23,,,3% - 4%,0.7369409,0.0,2.0
605,,,,1984-06-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,5.0,4444.0,,2019-01-23,,,26% - 33%,-1.1929106,,
606,,,,1981-06-01,,1981-06-01,,1.0,3.0,1.0,4.0,1.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,5.0,a55475b1,a55475b1,4.0,,,,,,,2.0,1140.0,,2019-01-23,,,,,1.0,7.0
607,,,,1973-04-01,,1973-04-01,,0.0,0.0,0.0,2.0,0.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,2.0,,,,,,,3.0,24.0,,2019-01-23,,,2% - 3%,1.0238106,0.0,0.0
608,2012-05-04,,,1959-03-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,6828.3667,,,,,6.0,,,,2019-01-23,,,,,,
610,2017-11-16,,,1959-11-01,,1959-11-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,5206.267,,,,,6.0,,,,2019-01-23,,,,,0.0,0.0
611,,,,1956-12-01,,1956-12-01,,4.0,4.0,2.0,5.0,2.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,5.0,,,,,,,6.0,5465.8003,,2019-01-23,,,,,0.0,2.0
612,,,,1970-01-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,5063.0,,2019-01-23,,,,,,
613,2015-04-05,,,1952-04-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,5606.0,,,,,5.0,,,,2019-01-23,,,,,,
614,,,,1973-09-01,,1973-09-01,,1.0,2.0,0.0,4.0,1.0,a55475b1,717ddd49,a55475b1,1.0,,,,,,,,,,,,,,,,,2.0,3439d993,a55475b1,4.0,,,,,,,6.0,4800.0,,2019-01-23,,,,,1.0,2.0
615,,,,1989-06-01,,1989-06-01,,2.0,4.0,2.0,4.0,2.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,4.0,,,,,,,5.0,11835.0,,2019-01-23,,,,,0.0,2.0
616,2007-12-10,,,1949-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,7102.3335,,,,,6.0,,,,2019-01-23,,,,,,
618,,,,1965-05-01,,1965-05-01,,1.0,2.0,0.0,3.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,4.0,38c061ee,a55475b1,3.0,,,,,,,6.0,5481.0,,2019-01-23,,,,,1.0,2.0
619,,,,1956-03-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,4017.4001,,2019-01-23,,,,,,
