case_id,num_group1,num_group2,pmts_date_1107D,pmts_dpdvalue_108P,pmts_pmtsoverdue_635A
11195,0,22,2018-02-15,99936.0,429.0
11195,0,23,2018-03-15,99936.0,434.6
11195,0,24,2018-04-15,99936.0,443.0
11195,0,25,2018-05-15,99936.0,447.0
11195,0,26,2018-06-15,99935.0,455.4
11195,0,27,2018-07-15,98353.0,461.2
11195,0,28,2018-08-15,98353.0,466.6
11195,0,29,2018-09-15,98353.0,472.4
11195,0,30,2018-10-15,98353.0,478.0
11195,0,31,2018-11-15,98353.0,484.2
11195,0,32,2018-12-15,98353.0,491.80002
11195,0,33,2019-01-15,98353.0,498.2
11195,0,34,2019-02-15,98353.0,503.80002
11195,0,35,2019-03-15,98352.0,509.6
11196,0,0,2019-03-15,0.0,0.0
11200,0,0,2018-06-15,0.0,0.0
11200,0,1,2018-07-15,0.0,0.0
11200,0,2,2018-08-15,0.0,0.0
11200,0,3,2018-09-15,0.0,0.0
11200,0,4,2018-10-15,0.0,0.0
11200,0,5,2018-11-15,0.0,0.0
11200,0,6,2018-12-15,0.0,0.0
11200,0,7,2019-01-15,0.0,0.0
11200,0,8,2019-02-15,0.0,0.0
11200,0,9,2019-03-15,0.0,0.0
11200,1,0,2018-12-15,0.0,0.0
11200,1,1,2019-01-15,0.0,0.0
11200,1,2,2019-02-15,0.0,0.0
11200,1,3,2019-03-15,0.0,0.0
11200,2,0,2018-11-15,0.0,0.0
11200,2,1,2018-12-15,0.0,0.0
11200,2,2,2019-01-15,0.0,0.0
11200,2,3,2019-02-15,0.0,0.0
11200,2,4,2019-03-15,0.0,0.0
11208,0,0,2016-04-15,85442.0,1.4
11208,0,1,2016-05-15,68311.0,4.0
11208,0,2,2016-06-15,86133.0,3.4
11208,0,3,2016-07-15,86133.0,3.8
11208,0,4,2016-08-15,0.0,0.0
11208,0,5,2016-09-15,0.0,0.0
11208,0,6,2016-10-15,70043.0,1.4
11208,0,7,2016-11-15,69130.0,5.0
11208,0,8,2016-12-15,70343.0,6.0
11208,0,9,2017-01-15,69252.0,5.0
11208,0,10,2017-02-15,70100.0,1.2
11208,0,11,2017-03-15,69884.0,5.6
11208,0,12,2017-04-15,69789.0,2.2
11208,0,13,2017-05-15,69754.0,3.0
11208,0,14,2017-06-15,69467.0,5.0
11208,0,15,2017-07-15,70070.0,5.0
11208,0,16,2017-08-15,69395.0,1.2
11208,0,17,2017-09-15,69964.0,2.2
11208,0,18,2017-10-15,70054.0,1.2
11208,0,19,2017-11-15,0.0,0.0
11208,0,20,2017-12-15,0.0,0.0
11208,0,21,2018-01-15,0.0,0.0
11208,0,22,2018-02-15,0.0,0.0
11208,0,23,2018-03-15,0.0,0.0
11208,0,24,2018-04-15,0.0,0.0
11208,0,25,2018-05-15,0.0,0.0
11208,0,26,2018-06-15,0.0,0.0
11208,0,27,2018-07-15,0.0,0.0
11208,0,28,2018-08-15,0.0,0.0
11208,0,29,2018-09-15,0.0,0.0
11208,0,30,2018-10-15,0.0,0.0
11208,0,31,2018-11-15,0.0,0.0
11208,0,32,2018-12-15,0.0,0.0
11208,0,33,2019-01-15,0.0,0.0
11208,0,34,2019-02-15,0.0,0.0
11208,0,35,2019-03-15,0.0,0.0
11213,0,0,2016-04-15,3732.0,4.2000003
11213,0,1,2016-05-15,0.0,0.0
11213,0,2,2016-06-15,0.0,0.0
11213,0,3,2016-07-15,0.0,0.0
11213,0,4,2016-08-15,0.0,0.0
11213,0,5,2016-09-15,7897.0,0.4
11213,0,6,2016-10-15,8017.0,0.2
11213,0,7,2016-11-15,0.0,0.0
11213,0,8,2016-12-15,7846.0,0.8
11213,0,9,2017-01-15,7917.0,0.6
11213,0,10,2017-02-15,0.0,0.0
11213,0,11,2017-03-15,0.0,0.0
11213,0,12,2017-04-15,8001.0,0.4
11213,0,13,2017-05-15,0.0,0.0
11213,0,14,2017-06-15,8050.0,0.2
11213,0,15,2017-07-15,0.0,0.0
11213,0,16,2017-08-15,0.0,0.0
11213,0,17,2017-09-15,0.0,0.0
11213,0,18,2017-10-15,0.0,0.0
11213,0,19,2017-11-15,7875.0,0.2
11213,0,20,2017-12-15,7938.0,0.4
11213,0,21,2018-01-15,7871.0,1.0
11213,0,22,2018-02-15,0.0,0.0
11213,0,23,2018-03-15,0.0,0.0
11213,0,24,2018-04-15,0.0,0.0
11213,0,25,2018-05-15,0.0,0.0
11213,0,26,2018-06-15,0.0,0.0
11213,0,27,2018-07-15,0.0,0.0
11213,0,28,2018-08-15,7780.0,0.8
11213,0,29,2018-09-15,7932.0,0.8
11213,0,30,2018-10-15,8051.0,6.4
11213,0,31,2018-11-15,7778.0,0.2
11213,0,32,2018-12-15,0.0,0.0
11213,0,33,2019-01-15,0.0,0.0
11213,0,34,2019-02-15,0.0,0.0
11213,0,35,2019-03-15,0.0,0.0
11217,0,0,2017-06-15,0.0,0.0
11217,0,1,2017-07-15,0.0,0.0
11217,0,2,2017-08-15,0.0,0.0
11217,0,3,2017-09-15,0.0,0.0
11217,0,4,2017-10-15,0.0,0.0
11217,0,5,2017-11-15,0.0,0.0
11217,0,6,2017-12-15,0.0,0.0
11217,0,7,2018-01-15,0.0,0.0
11217,0,8,2018-02-15,0.0,0.0
11217,0,9,2018-03-15,0.0,0.0
11217,0,10,2018-04-15,0.0,0.0
11217,0,11,2018-05-15,0.0,0.0
11217,0,12,2018-06-15,0.0,0.0
11217,0,13,2018-07-15,0.0,0.0
11217,0,14,2018-08-15,0.0,0.0
11217,0,15,2018-09-15,0.0,0.0
11217,0,16,2018-10-15,0.0,0.0
11217,0,17,2018-11-15,0.0,0.0
11217,0,18,2018-12-15,0.0,0.0
11217,0,19,2019-01-15,0.0,0.0
11217,0,20,2019-02-15,0.0,0.0
11217,0,21,2019-03-15,0.0,0.0
11220,0,0,2019-01-15,0.0,0.0
11220,0,1,2019-02-15,0.0,0.0
11220,0,2,2019-03-15,0.0,0.0
11221,0,0,2016-04-15,0.0,0.0
11221,0,1,2016-05-15,0.0,0.0
11221,0,2,2016-06-15,0.0,0.0
11221,0,3,2016-07-15,0.0,0.0
11221,0,4,2016-08-15,0.0,0.0
11221,0,5,2016-09-15,0.0,0.0
11221,0,6,2016-10-15,0.0,0.0
11221,0,7,2016-11-15,0.0,0.0
11221,0,8,2016-12-15,0.0,0.0
11221,0,9,2017-01-15,0.0,0.0
11221,0,10,2017-02-15,0.0,0.0
11221,0,11,2017-03-15,0.0,0.0
11221,0,12,2017-04-15,0.0,0.0
11221,0,13,2017-05-15,0.0,0.0
11221,0,14,2017-06-15,0.0,0.0
11221,0,15,2017-07-15,0.0,0.0
11221,0,16,2017-08-15,0.0,0.0
11221,0,17,2017-09-15,0.0,0.0
11221,0,18,2017-10-15,0.0,0.0
11221,0,19,2017-11-15,0.0,0.0
11221,0,20,2017-12-15,0.0,0.0
11221,0,21,2018-01-15,0.0,0.0
11221,0,22,2018-02-15,0.0,0.0
11221,0,23,2018-03-15,0.0,0.0
11221,0,24,2018-04-15,0.0,0.0
11221,0,25,2018-05-15,0.0,0.0
11221,0,26,2018-06-15,0.0,0.0
11221,0,27,2018-07-15,0.0,0.0
11221,0,28,2018-08-15,15800.0,0.4
11221,0,29,2018-09-15,0.0,0.0
11221,0,30,2018-10-15,0.0,0.0
11221,0,31,2018-11-15,0.0,0.0
11221,0,32,2018-12-15,0.0,0.0
11221,0,33,2019-01-15,0.0,0.0
11221,0,34,2019-02-15,0.0,0.0
11221,0,35,2019-03-15,0.0,0.0
11221,1,0,2018-08-15,0.0,0.0
11221,1,1,2018-09-15,0.0,0.0
11221,1,2,2018-10-15,0.0,0.0
11221,1,3,2018-11-15,0.0,0.0
11221,1,4,2018-12-15,13204.0,0.4
11221,1,5,2019-01-15,0.0,0.0
11221,1,6,2019-02-15,0.0,0.0
11221,1,7,2019-03-15,13363.0,0.6
11221,1,8,2019-04-15,13363.0,1.6
11221,2,0,2018-06-15,0.0,0.0
11221,2,1,2018-07-15,0.0,0.0
11221,2,2,2018-08-15,0.0,0.0
11221,2,3,2018-09-15,0.0,0.0
11221,2,4,2018-10-15,0.0,0.0
11221,2,5,2018-11-15,0.0,0.0
11221,2,6,2018-12-15,0.0,0.0
11221,2,7,2019-01-15,0.0,0.0
11221,2,8,2019-02-15,0.0,0.0
11221,2,9,2019-03-15,0.0,0.0
11221,2,10,2019-04-15,0.0,0.0
11221,3,0,2017-06-15,0.0,0.0
11221,3,1,2017-07-15,0.0,0.0
11221,3,2,2017-08-15,0.0,0.0
11221,3,3,2017-09-15,23609.0,0.2
11221,3,4,2017-10-15,0.0,0.0
11221,3,5,2017-11-15,0.0,0.0
11221,3,6,2017-12-15,0.0,0.0
11221,3,7,2018-01-15,0.0,0.0
11221,3,8,2018-02-15,0.0,0.0
11221,3,9,2018-03-15,0.0,0.0
11221,3,10,2018-04-15,0.0,0.0
11221,3,11,2018-05-15,0.0,0.0
11221,3,12,2018-06-15,0.0,0.0
11221,3,13,2018-07-15,0.0,0.0
11221,3,14,2018-08-15,0.0,0.0
11221,3,15,2018-09-15,0.0,0.0
11221,3,16,2018-10-15,0.0,0.0
11221,3,17,2018-11-15,0.0,0.0
11221,3,18,2018-12-15,0.0,0.0
11221,3,19,2019-01-15,0.0,0.0
11221,3,20,2019-02-15,23610.0,0.4
11221,3,21,2019-03-15,22905.0,0.6
11221,3,22,2019-04-15,0.0,0.0
11221,4,0,2017-06-15,0.0,0.0
11221,4,1,2017-07-15,0.0,0.0
11221,4,2,2017-08-15,0.0,0.0
11221,4,3,2017-09-15,0.0,0.0
11221,4,4,2017-10-15,0.0,0.0
11221,4,5,2017-11-15,0.0,0.0
11221,4,6,2017-12-15,0.0,0.0
11221,4,7,2018-01-15,0.0,0.0
11221,4,8,2018-02-15,0.0,0.0
11221,4,9,2018-03-15,0.0,0.0
11221,4,10,2018-04-15,0.0,0.0
11221,4,11,2018-05-15,0.0,0.0
11221,4,12,2018-06-15,0.0,0.0
11221,4,13,2018-07-15,0.0,0.0
11221,4,14,2018-08-15,0.0,0.0
11221,4,15,2018-09-15,0.0,0.0
11221,4,16,2018-10-15,0.0,0.0
11221,4,17,2018-11-15,0.0,0.0
11221,4,18,2018-12-15,0.0,0.0
11221,4,19,2019-01-15,0.0,0.0
11221,4,20,2019-02-15,0.0,0.0
11221,4,21,2019-03-15,0.0,0.0
11222,0,0,2016-04-15,0.0,0.0
11222,0,1,2016-05-15,0.0,0.0
11222,0,2,2016-06-15,0.0,0.0
11222,0,3,2016-07-15,0.0,0.0
11222,0,4,2016-08-15,0.0,0.0
11222,0,5,2016-09-15,0.0,0.0
11222,0,6,2016-10-15,0.0,0.0
11222,0,7,2016-11-15,0.0,0.0
11222,0,8,2016-12-15,0.0,0.0
11222,0,9,2017-01-15,0.0,0.0
11222,0,10,2017-02-15,0.0,0.0
11222,0,11,2017-03-15,0.0,0.0
11222,0,12,2017-04-15,0.0,0.0
11222,0,13,2017-05-15,0.0,0.0
11222,0,14,2017-06-15,0.0,0.0
11222,0,15,2017-07-15,0.0,0.0
11222,0,16,2017-08-15,0.0,0.0
11222,0,17,2017-09-15,0.0,0.0
11222,0,18,2017-10-15,0.0,0.0
11222,0,19,2017-11-15,0.0,0.0
11222,0,20,2017-12-15,0.0,0.0
11222,0,21,2018-01-15,0.0,0.0
11222,0,22,2018-02-15,0.0,0.0
11222,0,23,2018-03-15,0.0,0.0
11222,0,24,2018-04-15,0.0,0.0
11222,0,25,2018-05-15,0.0,0.0
11222,0,26,2018-06-15,0.0,0.0
11222,0,27,2018-07-15,0.0,0.0
11222,0,28,2018-08-15,0.0,0.0
11222,0,29,2018-09-15,0.0,0.0
11222,0,30,2018-10-15,0.0,0.0
11222,0,31,2018-11-15,0.0,0.0
11222,0,32,2018-12-15,0.0,0.0
11222,0,33,2019-01-15,0.0,0.0
11222,0,34,2019-02-15,0.0,0.0
11222,0,35,2019-03-15,0.0,0.0
11233,0,0,2017-04-15,0.0,0.0
11233,0,1,2017-05-15,0.0,0.0
11233,0,2,2017-06-15,0.0,0.0
11233,0,3,2017-07-15,0.0,0.0
11233,0,4,2017-08-15,0.0,0.0
11233,0,5,2017-09-15,0.0,0.0
11233,0,6,2017-10-15,0.0,0.0
11233,0,7,2017-11-15,0.0,0.0
11233,0,8,2017-12-15,0.0,0.0
11233,0,9,2018-01-15,0.0,0.0
11233,0,10,2018-02-15,0.0,0.0
11233,0,11,2018-03-15,0.0,0.0
11233,0,12,2018-04-15,0.0,0.0
11233,0,13,2018-05-15,0.0,0.0
11233,0,14,2018-06-15,0.0,0.0
11233,0,15,2018-07-15,0.0,0.0
11233,0,16,2018-08-15,0.0,0.0
11233,0,17,2018-09-15,0.0,0.0
11233,0,18,2018-10-15,0.0,0.0
11233,0,19,2018-11-15,0.0,0.0
11233,0,20,2018-12-15,0.0,0.0
11233,0,21,2019-01-15,0.0,0.0
11233,0,22,2019-02-15,0.0,0.0
11233,0,23,2019-03-15,0.0,0.0
11233,1,0,2017-02-15,0.0,0.0
11233,1,1,2017-03-15,0.0,0.0
11233,1,2,2017-04-15,0.0,0.0
11233,1,3,2017-05-15,0.0,0.0
11233,1,4,2017-06-15,0.0,0.0
11233,1,5,2017-07-15,0.0,0.0
11233,1,6,2017-08-15,0.0,0.0
11233,1,7,2017-09-15,0.0,0.0
11233,1,8,2017-10-15,0.0,0.0
11233,1,9,2017-11-15,0.0,0.0
11233,1,10,2017-12-15,0.0,0.0
11233,1,11,2018-01-15,0.0,0.0
11233,1,12,2018-02-15,0.0,0.0
11233,1,13,2018-03-15,0.0,0.0
11233,1,14,2018-04-15,0.0,0.0
11233,1,15,2018-05-15,0.0,0.0
11233,1,16,2018-06-15,0.0,0.0
11233,1,17,2018-07-15,0.0,0.0
11233,1,18,2018-08-15,0.0,0.0
11233,1,19,2018-09-15,0.0,0.0
11233,1,20,2018-10-15,213.0,3.2
11233,1,21,2018-11-15,0.0,0.0
11233,1,22,2018-12-15,0.0,0.0
11233,1,23,2019-01-15,0.0,0.0
11233,1,24,2019-02-15,0.0,0.0
11233,1,25,2019-03-15,0.0,0.0
11233,2,0,2017-07-15,0.0,0.0
11233,2,1,2017-08-15,0.0,0.0
11233,2,2,2017-09-15,0.0,0.0
11233,2,3,2017-10-15,0.0,0.0
11233,2,4,2017-11-15,0.0,0.0
11233,2,5,2017-12-15,0.0,0.0
11233,2,6,2018-01-15,0.0,0.0
11233,2,7,2018-02-15,0.0,0.0
11233,2,8,2018-03-15,0.0,0.0
11233,2,9,2018-04-15,0.0,0.0
11233,2,10,2018-05-15,0.0,0.0
11233,2,11,2018-06-15,0.0,0.0
11233,2,12,2018-07-15,0.0,0.0
11233,2,13,2018-08-15,0.0,0.0
11233,2,14,2018-09-15,0.0,0.0
11233,2,15,2018-10-15,0.0,0.0
11233,2,16,2018-11-15,0.0,0.0
11233,2,17,2018-12-15,0.0,0.0
11233,2,18,2019-01-15,0.0,0.0
11233,2,19,2019-02-15,0.0,0.0
11233,2,20,2019-03-15,0.0,0.0
11234,0,0,2019-02-15,0.0,0.0
11234,0,1,2019-03-15,0.0,0.0
11234,0,2,2019-04-15,0.0,0.0
11237,0,0,2016-04-15,212417.0,115.200005
11237,0,1,2016-05-15,212417.0,120.8
11237,0,2,2016-06-15,212417.0,125.8
11237,0,3,2016-07-15,212417.0,134.0
11237,0,4,2016-08-15,212417.0,139.0
11237,0,5,2016-09-15,212417.0,144.8
11237,0,6,2016-10-15,212417.0,152.40001
11237,0,7,2016-11-15,212417.0,158.0
11237,0,8,2016-12-15,212416.0,163.6
11237,0,9,2017-01-15,212417.0,169.2
11237,0,10,2017-02-15,212417.0,174.8
11237,0,11,2017-03-15,212417.0,180.40001
11237,0,12,2017-04-15,212417.0,187.0
11237,0,13,2017-05-15,212417.0,193.6
11237,0,14,2017-06-15,212417.0,201.2
11237,0,15,2017-07-15,212417.0,207.0
11237,0,16,2017-08-15,212417.0,212.6
11237,0,17,2017-09-15,212416.0,218.8
11237,0,18,2017-10-15,212416.0,224.40001
11237,0,19,2017-11-15,212417.0,230.0
11237,0,20,2017-12-15,212417.0,236.2
11237,0,21,2018-01-15,212417.0,242.6
11237,0,22,2018-02-15,212417.0,247.6
11237,0,23,2018-03-15,212417.0,253.2
11237,0,24,2018-04-15,212417.0,261.6
11237,0,25,2018-05-15,212343.0,265.6
11237,0,26,2018-06-15,212343.0,274.0
11237,0,27,2018-07-15,212343.0,279.80002
11237,0,28,2018-08-15,212343.0,285.2
11237,0,29,2018-09-15,212343.0,291.0
11237,0,30,2018-10-15,149786.0,296.6
11237,0,31,2018-11-15,149786.0,302.80002
11237,0,32,2018-12-15,123135.0,310.4
11237,0,33,2019-01-15,40024.0,316.80002
11237,0,34,2019-02-15,23154.0,322.4
11237,0,35,2019-03-15,6307.0,328.2
11237,1,0,2018-04-15,319174.0,73.0
11237,1,1,2018-05-15,319175.0,73.0
11237,1,2,2018-06-15,319174.0,73.0
11237,1,3,2018-07-15,319174.0,73.0
11237,1,4,2018-08-15,319174.0,73.0
11237,1,5,2018-09-15,319175.0,73.0
11237,1,6,2018-10-15,319174.0,73.0
11237,1,7,2018-11-15,319174.0,73.0
11237,1,8,2018-12-15,319174.0,73.0
